Contributor,Coverage,Creator,Date,Description,Duration,Language,Publisher,Rights,Source,Subject,Text,Title,Type,URL,added,collection_id,collection_resource,collection_url,featured,files_count,files_resource,files_url,id,item_type_id,item_type_name,item_type_resource,item_type_url,modified,owner_id,owner_resource,owner_url,public,tags,url

A key problem with the evolving hydra-headed protest movement is differentiating peaceful from violent protest, agent provocateurs from genuine protestors, and violence directed towards symbolic targets from general looting. This was less problematic when the movement was starting out, but it has grown and attracted increasingly opportunistic and unsympathetic elements and it’s tactics and strategy have been scrutinised.

..It would be interesting if different groups of protestors (within the larger coalition) were better able to identify and demarcate them­selves spatially at demonstrations.

..so that some differentiation in the style of protest among a wide range of participating groups was visible to outside observers who usually come away with only the images of the most violent and aggressive demonstrators in their heads ..and the implied infer­ence that these images are representative of all the demonstra­tors.

The media (even the independent media) has insufficient tools for effectively representing or mapping the experience of the differ­ent parts of the whole rather than the most visually or viscerally arresting.

If a section of the demonstrators normally associated with peace­ful protest are demarcated and still become engaged in clashes with riot police, and come away covered in blood the message is a different one to ‘protestors clash with riot police’

Peaceful demonstrators are often there, and in the majority, and are not heard or represented properly. Police brutality, unsympathetic violent elements and agent provocateurs are a documented reality and it may take some technological skill to differentiate the voices of non-violent protestors and convey their experiences. Violent protest directed at property may have its place but when it repeatedly fails to clearly hit its target and drowns out significant attempts at non-violent protest, the media (tradi­tional and non-traditional) and the protestors should be working to find ways of differentiating the two voices.

zapatistas

AN INSURGENCY BECOMES A NETWAR

On New Year’s Day 1994, some two to four thousand insurgents of the Zapatista National Liberation Army (EZLN) occupied six towns in Chiapas, declared war on the Mexican government, proclaimed radical demands, and mounted a global media campaign for support and sympathy. Through its star-quality spokesman “Subcomandante Marcos,” the EZLN broadcast its declarations…

[...]

The Mexican government’s initial reaction was quite traditional. It ordered army and police forces to suppress the insurrection, and downplayed its size, scope, and sources, in keeping with official denials in 1993 that guerrillas existed in Chiapas.

[...]

…it [EZLN] called a press conference and issued communiques to disavow Marxist or other standard ideological leanings. It denied all ties to Central American revolutionaries. It clarified that its roots were indigenous to Mexico, and its demands were national as well as local in scope. It appealed for nation-wide support for its agenda – which included respect for indigenous peoples; a true political democracy, to be achieved through the resignation of President Carlos Salinas de Gortari, the installation of a multi-party transition government, and legitimate and fair elections; and the enactment of social and economic reforms, including repeal of revisions in 1992 to Article 27 of the Constitution governing land tenure, and, by implication, the reversal of NAFTA. In addition, the EZLN called on civil society to engage in a nationwide struggle for social, economic, and political reforms, but not necessarily by taking up arms. The insurgents denied that they had a utopian blueprint, or had figured out exactly how to resolve Mexico’s problems. They also soon denied that the EZLN itself aimed to seize power. Finally, they called on international organizations (notably, the Red Cross) and civil-society actors (notably, human-rights groups) from around the world to come to Chiapas to monitor the conflict..

[...]

This active response by a multitude of NGOs to a distant upheaval – the first major case anywhere – was no anomaly. It built on decades of organizational and technological groundwork, and shows how the global information revolution is affecting the nature of social conflict. The NGOs formed into vast, highly networked, transnational coalitions to wage an information-age netwar to constrain the Mexican government and support the EZLN’s cause. The Zapatistas are insurgents. But the widespread argument that they are the world’s first post-Communist, postmodern insurgents makes a point that misses a point: Their insurgency is novel; but the dynamics that make it novel – notably, the links to transnational and local NGOs that claim to represent civil society – move the topic out of a classic “insurgency” framework and into an information-age “netwar” framework. Without the influx of NGO activists, starting hours after the insurrection began, the dynamics in Chiapas would probably have deteriorated into a conventional insurgency and counterinsurgency – and the small, poorly equipped EZLN might not have done well. Transnational NGO activism attuned to the information age, not the EZLN insurgency per se, is what changed the framework – but it took Marcos’ sense of strategy to make the change work.

Dealing with civil-society NGOs – whether as allies, as in humanitarian and disaster relief operations, or as antagonists, as in some cases of pro-democracy, human-rights, and environmental movements – is a new frontier for government officials around the world.

IMPLICATIONS BEYOND MEXICO

This case indicates that social netwar can be waged effectively where a society is open, or slowly beginning to open up; where divisive social issues are on people’s minds; and where outside activist NGOs and their networks have local counterparts with which to link. Such a society should be in a region where the activists have a well-developed communications infrastructure at their disposal for purposes of rapid consultation and mobilization. Because of such conditions, Mexico provides a much more susceptible environment for social netwar than do more closed societies (e.g., Burma, Cuba, and Iran) that are not yet fully connected to the Internet.

“designing strategies to open up closed societies”

 

‘A Comment on the Zapatista “Netwar”’ – David Ronfeldt and Armando Martínez

netwar and zapatista note

Netwar and zapatista fragments and quotes are from the work of John Arquilla, David Ronfeldt, and Michele Zanini. The full texts, from which this material is drawn, are available on online:

‘A Comment on the Zapatista “Netwar”’ – David Ronfeldt and Armando Martínez

In Athena’s Camp: http://www.rand.org/publications/MR/MR880/contents.html

Chapter Three: Networks, Netwar, and Information-Age Terrorism – John Arquilla, David Ronfeldt, and

http://www.rand.org/publications/MR/MR989/MR989.pdf/MR989.chap3.pdf

rug mobs

..three years later and NYC is seeing mysterious groups of citi­zens (with no prior knowledge of one another) coordi­nating nefarious spontaneous rug ‘not buying’ (with 10 minutes from assemblage to dispersal). They turn up at a predefined rug (creating an impromptu crowd) decide not to buy it and leave (with noth­ing taken or damaged).

It seems that spontaneous technologically medi­ated group coordination is an established (mostly understood) and widely employable tactic. For good and bad ..and good against bad ..and bad against good ..and for no particular reason or end.

drugs and the built envi­ronment

getting back down

“Nigredo is about coming down. And to come down, all the way down, takes some time. You cannot do it overnight, and you cannot do it by getting high. Nor, as the wise maintain, can you do it by reading or thinking. Body and mind must come to rest.

If you do not know the ground state intimately, how will you be able to separate the signal from the noise, during the phase of amplification.”

Pharmako/poeia – Plants, Posions and Herbcraft by Dale Pendell, mercury house san francisco 1995

castenada

The book ‘The teachings of Don Juan : A Yaqui Way of Knowl­edge’ by Carlos Castenada functions in part as an argument for drugs waking you up and mediating a new way of seeing the space.

Published in 1968, the book is an account of how Don Juan, a Yaqui indian shaman, teaches Castenada the use of various drugs in a spiritual context. It focuses on accounts of these drug experiences.

In his later books Castaneda states that his drug experiences were in fact a low order appreciation of what Don Juan was trying to teach him. Don Juan had been reluctant to indulge what was in fact Castenada’s own interest in drugs, he was teaching Cas­tenada to see differently, but to see in a way that did not funda­mentally require the use of drugs.

drugs and the built environment

You may not be awake to your patterns

You may not be receptive to change or able to see that there are other patterns

Disruption, trauma and shock can open you and shake you out of your patterns, but they are not useful patterns in themselves

among people who have experimented with psychedelic drugs, the richest experiences are often not the drug experiences but the life they learned to live if they found a way back afterwards.

The new patterns they chose subsequently were more consciously chosen and less arbitrary

The question is, can you be awake, having never taken drugs, having never been to war, having never travelled, having never had your assumptions challenged.

(Some people can and some people can’t).

Acid breaks down the arbitrary stuck structural symbolism of your banal built environment

One of the functions of hallucinogenic drugs in rights of passage rituals was to show the arbitrary nature of the built and social fabric of the tribe.

People and things that are familiar, that you take for granted, through tripping become strange again. The natural [non-urban, unfamiliar] environment, which often through social conditioning becomes irrelevant and is set in opposition to the [familiar] built environment, can suddenly make more sense than the built environment [which, by comparison, can seem arbitrary and alien].

Growing up in a huge urban environment like London or New York, people can come to believe that the shape of their world is fixed and can be no other way.

The very way of doing things they are exposed to, from social patterns and constructs to architecture (literally the shape of the buildings and the fact that these buildings are there). These structures have effectively always been there and will always be, permanent and unchallengeable.

Institutions, from the banks, the schools, the shopping malls,

 

the police and the other symbols of structure and power, to the mundane and banal buildings they see around them, all project an image of permanence and stability.

Even their own internal patterns fall into this category.

Taking acid can break down the arbitrary imposed part of your belief systems, destroying the faith that what you have known is all there is, that there can be nothing else because you know nothing else.

There are less (or more) violent ways to achieve the same effect.

Travelling exposes you to different assumptions and different structures that challenge those you have grown up with.

going to America from the europe you notice how everything is the same and yet different.

The scale is wrong, there are still street lamps but they look different, the mailboxes are different, the light switches, locks and taps follow different conventions.

All these things gnaw at you quietly and force you to think about the authority of your own country’s vision in the presence of an alternative.

History, art and anthropology are soft forms [compared to, and not combined with, drugs and travel] which often fail to challenge because they are easy to bring your old assumptions to.

War is a hard form. It can destroy your built environment, disrupt routine and social structure, and fundamentally challenge assumptions about truth and dominance. War is traditionally a time when assumptions are challenged and new methods and patterns are let loose.

Anything which breaks down individual dependence on an imposed vision can free your mind, allowing you to think differently and outside convention.

A primary challenge acid lays down is:

This is a different way of looking at your world, much of what you believed was constant is variable.

Can you internalise this, can you take these new eyes into your normal life and see and think differently without acid? Given this violent disruption to your internal world can you find structures that make sense and are consistent in the shadow of a new perspective?

Acid is often viewed as a shortcut to a higher state of consciousness, a state which ascetics and holy men can struggle to attain throughout there lives.

A violent, unpredictable and dangerous shortcut.

The central question after you have taken this shortcut and been given a glimpse of how your mind might see, is can you get back to that state clean (without drugs)?

If someone asks whether they should take acid [a more serious decision than mushrooms for example - mushrooms are not trivial but they don’t fry you in quite the same way], a flawed but sort of relevant analogy is:

‘This man breaks his back and after surgery he gets to the point where he’s able to do pretty much everything he could do before. You meet him later in life, you talk to him and it turns out he has learned a great deal from his experience and that he has met people and had adventures that he would not have had his life not been violently changed. But he broke his back, his life is not as it would have been had he not, he cannot go back.’

‘There is risk and a cost associated with harder drugs, and some people should not or need not ask to be opened up.’

‘drugs may show you the way but they don’t take you there for long’

inside

“Every culture lives within its dream”

“but drink remained ‘the quickest way to get out of manchester’”

Lewis Mumford 1932

opiates

“it would more true to say that opiates became the religion of the poor.”

straight

One of the beautiful things in the world is a dope fiend getting straight. They have a special radiance.

Love, a relationship, a good job, friends, all those things we call “merit” or “good karma,” are part of your medicine, part of your power. You are going to need them all, but you are going to need more.

“It is hard to know that this magic carpet exists and that one will no longer fly on it”

-Jean Cocteau

The poison doctor calls upon all of his medicines and uses poisons to fight poisons. Here we part company with Twelve Step approaches. Nothing against abstinence; “whatever works,” we say. But most poisoners would prefer to give up the identity of “being an addict” without taking on the new one of “being in recovery.” We wish to maintain and continue the recovery that led us to poisons in the first place.

[...]

You may need to change your environment. If all of your friends are Junkies you have to move. A few members of our beloved poison clan have proved exceptions to this rule, but how many of us can pull off what the magicians do? Your ally will tell you.

Having kicked one addiction does not make you immune. In fact, if you fall again you will be worse off than before. Every magician can survive one bottoming out, by definition. Don’t tempt the Fates.

“A man who, after having long been in the power of opium or hashish, has succeeded, despite his enfeeblement by the habit

 

of slavery, in mustering the necessary energy for his deliverance, seems to me like an escaped prisoner. He inspires me with more admiration than the prudent man who has never lapsed, having always been careful to avoid temptation.”

- Charles Baudelaire, The Poem of Hashish

Truly poisonous words.

Pharmako/poeia – Plants, Posions and Herbcraft by Dale Pendell, mercury house san francisco 1995

????here ????verything ????omes ????rom

“That ugly crumpled upper surface of yours, that cerebral cortex, is almost nonexistent in lower animals, but once you got the hang of evolutionary growth and a taste of the inflated abstract thoughts you could make with that cortex, you enlarged it and enlarged it until it became eighty percent of your volume. Then you started cranking out rarefied ideas as fast as you could crank them, and issuing commands to helpless appendages like me, forcing us to act on those ideas, to give them form. Out of that came civilization. You willed it into being because, with your cortex so oversized and all, you lost your common ground with other animals, and especially with plants; lost contact, became alienated and ordered civilization built in compensation. And there was nothing the rest of us could do about it. You were holed up there in your solid bone fortress, a cerebrospinal moat around you, using up twenty percent of the body’s oxygen supply and hogging a disproportionate share of nutrients, you greedy bastard; you had hold of the muscle motor switches and there was no way any of us could get at you and stop you from spoiling the delight of the world.” (_Even Cowgirls Get The Blues_)

The above conversation took place between the thumb and brain in _Even Cowgirls Get The Blues_, and gives the reader a good idea of what I am referring to in this section. The cerebrum and cerebral cortex are what separates us from the rest of life on earth, and rules almost all we see. The brain stem, however, has remained unchanged throughout time, and is perhaps our only link to our environment.

[Thanks to the writer of the FAQ this came from]

amoeba knowledge

‘I woke up after acid and (aside from trying to wash it off and crying) what was burnt into my head was: well if its like that, then that changes everything. How can I get back there clean.’

[psychiatrists used to report successfully treating alcoholism with acid][long difficult road back from either]

take away my dreams before they damage me any more.

‘acid stole the neurotic fire that was holding me up. Damned before, damned after.’

‘most of the things I know are negations, things I know not to do’ [amoeba knowledge].

a chemical shock

How can you tell if you are lucky? In his letter to the Romans, Paul is clear that he has two teachings, that there is an exoteric path and that there is an esoteric path. He states unambiguously that he knows that all substances are by nature pure, that Jesus told him so. The issue then is stumbling. Another’s stumbling. Another who does not understand that all substances are pure

With the very poison, a little of which would kill any other being, a man who understands poison would dispel another poison.

Hevajra Tantra

The Poison Path is the narrow way, the twisting path, or no path at all. You could make it, O Nobly Born, you just might survive, yes, but who could follow you? Better to send them down the big road, well trodden and paved; this Poison Path is no shortcut. The Poison Path is best suited to tricksters and magicians who, if the stories are to be believed, come back to life after getting killed.

If you don’t feel like a normal person until you snort H this is a sign that – well, a bad sign. A sign that you must avoid it, immediately; that the prognosis of your relationship with this particular ally is poor.

Such people should take Prozac, not heroin.

“They love not poison that do poison need.” – William Shakespeare, Richard II

“He not busy being born is busy dying,” as Bob Dylan put it.

from Pharmako/poeia – Plants, Posions and Herbcraft by Dale Pendell, mercury house san francisco 1995

dissent

the countercultural idea has become capitalist orthodoxy

“The ways in which this system is to be resisted are equally well understood and agreed upon. The establishment demands homgeneity; we revolt by embracing diverse, individual lifestyles. It demands self-denial and rigid adherence to convention; we revolt through immediate gratification, instinct uninhibited, and liberation of the libido and the appetites”

“The countercultural idea has become capitalist orthodoxy”

“ersatz rebellion everywhere on TV”

“..drives the machine by invading the sanctum of every possible possible avant-garde”

“now we are sold cars by an army of earringed, dreadlocked, goateed, tatooed, and guitar-bearing rebels”

“Capitalism has changed dramatically since the 1950’s, but our understanding of how it is to be resisted hasn’t budged

“The most startling revelation to emerge from the [William S.] Burroughs/Nike partnership is not that corporate America has overwhelmed it’s cultural foes or that Burroughs can remain

 

‘subversive’ through it all, but the complete lack of dissonance between the two sides.”

“Avant-garde was becoming tradition: what had been dissonance a few years before was turning into a balm for the ears (or for the eyes)”

psychedelic concentration camp

“reality did not cease to exist, of course, but much of what people understood as reality, including virtually all of the commercial world, was mediated by television, it was as if a salesman had been placed between Americans and life.”

“we seem to have no problem with the fact of business control over every aspect of public expression”

‘DARK AGE – Why Johnny Can’t Dissent’ by Tom Frank, published in The Baffler

dissent

Tom Frank, in his essay ‘Dark Age – why johnny can’t dissent’, attacks the ineffectiveness of a compromised counterculture which failed to evolve from it’s roots in the 1950’s and 60’s.

tom frank

“It was indeed the age of of information, but information was not the precursor to knowledge, it was the tool of salesmen”

“where citizens are referred to as consumers”

“The American economy may be undergoing the most dramatic shifts in this century, but for the past thirty years people in music, art, and culture generally have had a fixed, precise notion of whats wrong with American life and the ways in which the responsible powers are to be confronted. It is a preconception shared by almost every magazine, newspaper, TV host, and rock star across the alternative spectrum. And it is the obselesence and exhaustion of this idea of cultural dissent that accounts for our singular inability to confront the mind-boggling dangers of the information age.”

“The ways in which this system is to be resisted are equally well understood and agreed upon.The establishment demands homgeneity; we revolt by embracing diverse, individual lifestyles. It demands self-denial and rigid adherence to convention; we revolt through immediate gratification, instinct uninhibited, and liberation of the libido and the appetites”

“The countercultural idea has become capitalist orthodoxy”

“ersatz rebellion everywhere on TV”

“..drives the machine by invading the sanctum of every possible possible avant-garde”

“now we are sold cars by an army of earringed, dreadlocked, goateed, tatooed, and guitar-bearing rebels”

“Capitalism has changed dramatically since the 1950’s, but our understanding of how it is to be resisted hasn’t budged

“The most startling revelation to emerge from the [William S.] Burroughs/Nike partnership is not that corporate America has overwhelmed it’s cultural foes or that Burroughs can remain ‘subversive’ through it all, but the complete lack of dissonance between the two sides.”

“Avant-garde was becoming tradition: what had been dissonance a few years before was turning into a balm for the ears (or for the eyes)”

[psychedelic concentration camp]

“to fabricate the materials with which the world thinks”

“reality did not cease to exist, of course, but much of what people understood as reality, including virtually all of the commercial world, was mediated by television, it was as if a salesman had been placed between Americans and life.”

“we seem to have no problem with the fact of business control over every aspect of public expression”

‘DARK AGE – Why Johnny Can’t Dissent’ by Tom Frank, published in The Baffler

chemical anchors

“note that the audience’s untilled, emotional farmland is a single-use commodity that will be recapitalized by many industries external to the “music” industry

imprinting certain songs on the brains of a teenage audience during their formative years serves as a selection mechanism for future radio stations, commercials, period movies, etc

the period of harvesting the fruit of these early seeds is when the onetime teenagers reach their early-thirties – old enough to have earning power, young enough to have disposable income (low chance of mortgages, kids, etc).

the teenagers’ attention should be treated as part of a transaction … companies that engage said attention are benefiting from a (re)transmission medium for which they are never billed … and can never be reused … formative memories (imprinted on virgin minds) are never lost or less intense than their successors.

songs are like links in blogs … molecules that anchor chemical reactions, given appropriate catalysis … they are chrono-emotio-spatial hash signatures by virtue of early binding to formative experiences

the limited resource, the economic resource is not the songs … it’s the formative experiences … which are being sold in an invisible transaction that commits the memory’s owner to a lifetime of subsequent heartstring-pulling … unpaid and involuntary.

the music industry can and does make money by selling performance rights to these songs, into infinity … even if _all_ the songs were given away for free on P2P networks … they are an anonymous sorting mechanism … the only problem is the 17-year gap between binding the song to a memory and harvesting the disposable income of the memory’s owner.” Rich Persaud

seeming vs being

Broadly speaking, ideas can evolve to seem true or they can evolve to be true

“For the magicians not only believed in marvels but audaciously sought to work them: by their straining after the exceptional, the natural philosopher who followed them were first given a clue to the regular.”

“The dream gives direction to human activity and both expresses the inner urge of the organism and conjures up appropriate goals.”

“Everywhere the dross of fraud and charlatanism mingled with the occasional grains of scientific knowledge that magic utilised or produced.”

“If gold did not come out of lead in the experiments of the alchemists, they are not to be reproached for their ineptitude but congratulated on their audacity: their imaginations sniffed quarry in a cave they could not penetrate, and their baying and pointing finally called the hunters to the spot.”

“..to have dreamed so riotously was to make the technics that followed less incredible.”

Lewis Mumford

absorption

acceptance

absorption

co-option

continued resistance

banality

[children]

“so opaque to so many things yet so keen to the tactics of media manipulation”

[adbusters, the baffler][plastic gods]

khaosan road

But for all its color, Khaosan Road [epicentre and crossroads for backpacking world travellers] is more than a curiosity. It is a raucous, round-the-clock wake for a way of life that is gone forever. It is the black hole at the center of a shrinking world where the Age of Discovery has ended, all roads have been traveled and the words “remote” and “exotic” have all but lost their meaning.””The travelers have changed as well; indeed, the whole enterprise of rough travel has changed. In many ways, it has become as regimented as a standard package tour.””The sandals, the strange hair and the tie-dyed shirt are no longer a cry of rebellion, as they were in the 1960’s and 70’s. They are now the gray-flannel suit of the budget traveler, following in 30-year-old footsteps in search of enlightenment: eating the same food, listening to the same music, making the same discoveries.””The T-shirts display the grip of conformity from one generation to the next: familiar portraits of Che Guevara, John Lennon, Bob Marley, Mao Zedong, Kurt Cobain and an American Indian chief.””Young Moses Fletcher, 23, from Britain looks exactly like mature Wolfgang Maria Ohlheuser, 60, from Germany, with their loose white cotton outfits, beards and sandals, except that Mr. Ohlheuser’s beard is white.””And what is there left for these travelers to discover? The recipe for adventure can now be found in a guidebook, like the ingredients for a chocolate cake – every dirt trail, every hill-tribe village, every night market, every guest house, every glorious sunrise.””The world of travel has been tamed. The last few rough patches in Asia are being nibbled away now: the northern edges of Laos, the plains of southwestern China, the hidden villages of northern Myanmar.””Even the remotest of these have been mapped, analyzed and assessed for their curiosity quotient in the guidebooks.”

‘Bangkok Journal: Bit of Trekkers’ Exotica, Looking More Like Home’ By SETH MYDANS

reality

“who says the streets are reality? We call a fresh bunch of crackheads an episode”

kash

“And his tale at the beginning was like the hashish that makes people happy when awake; then it became like the hashish of a dreamer.

His words were at first as sweet as honey, his voice penetrating the multitude as the first rain of summer parched earth. From his tongue there went forth a perfume more exquisite than must or incense: his head shone like a light, the only luminary in a black night. And his tale at the beginning was like the hashish that makes people happy when awake; then it became like the hashish of a dreamer. Toward morning he raised his voice, however, and his words swelled like the rising Nile in the hearts of the people: they were for some as pacifying as the entrance into Paradise, but as frightening for others as the Angel of Death. Joy filled the spirits of some, horror the hearts of others. And the closer the moment of dawn, the more powerful became his voice, the louder it’s reverberations within the people, until the hearts of the multitude reared against each other as in a battle; stormed against each other like the clouds in the heavens of a tempestuous night. Lightening blots of anger and thunderclaps of wrath collided.

But when the sun rose and the tale of Far-li-mas closed, unspeakable astonishment filled the confused minds of all; for when those who remained alive looked about them their glances fell upon the priests – and the priests lay dead upon the ground.”

Kash legend fragment from The Masks of God, Joseph Campbell

a new form of difference

…but a new form of difference and dissent is emerging, A couple of examples would be the Open Source movement and the IMC (Independent Media Collective). The premise for this new form of dissent is constructive rather than oppositional, it is about building rather than stance.

In collectively developing Linux, the Open Source community have built an operating system which rivals Microsoft Windows,

 

and Windows is a product that has made Microsoft the most suc­cessful commercial organisation on the planet.

The IMC has created a world wide news network. Ordinary people can bypass or supplement the mainstream media, and, where they are involved in events, contribute what they have seen and heard.

Both Linux and the IMC are examples of new forms of collectively constructive community made possible by computer networks. Both have relatively flat, contribution and merit based hierarchies.

Computer networks allow opposition to organise, but more inter­estingly they make possible new forms of autonomous community and collective construction.

Location aware devices and the ability to mark and annotate real spaces will dramatically extend the possibilities for collective construction.

Dissent is really the wrong word. Building is a better one.

The accelerating spread of wireless network nodes, the informal coordination of community networks by groups like Consume in the UK and NoCat in California and the higher level self organis­ing of those groups through organisations like freenetworks.org. The realisation that wireless network nodes can broadcast loca­tion information [as an RDF feed for example]. The onset of next generation cell phone networks with advanced positional func­tionality and chip level GPS being built into phones, handhelds, laptops and wearable. The combination of proximity awareness, live, social, peer to peer wireless connectivity, and GPS. That is the geomesh we are building around ourselves. Means that a spontaneous bottom up (rather than top down) heterarchical, network organisation will soon be the easiest social structure to configure and apply effectively to almost any given problem.

It’s not a question of the edges or something to oppose its a question of conditions and structure and allowing them to change consensually and constructively

Extra-geographical states based on common interest, with their own constitutions, currency, taxation, banks etc. Communities able to collectively reinterpret the real physical world around them. Marking, demarcating and annotating real space using networks they will live in a world of agreed upon and engineered meaning that people outside the community will not see.

‘build amidst the confusion of others’

prototyping future community

experimention continues

alternative spatial, social and economic structures are continually being proposed, prototyped and explored.

new tools make this process faster and easier than ever before.

Experimention continues: Burningman, Linux, Tinderbox, Valence, Geourl, Oracle Spatial, next generation cell phones, pervasive wireless connectivity, gps chips, personal navigation systems, MicroOptical, IBM, WEM, MIT borglab, dorkbot, Waag, SpaceHi­jackers, social software, hydra, rendezvous, geocaching, noderun­ner, RDF, FOAF, advogato, affero, Consume, Nocat.

Fom research labs to distributed coding collectives, from ad hoc social networks to people finding unexpected uses for the devices in their pockets.

From Latvia to California, new, and experimental ways of thinking, connecting and interacting are having a real impact on possibility.

charred coughing phoenixes

..resurrection

The combination of high bandwidth internet access and loca­tion aware wireless devices facilitates a medium, the geomesh, capable of borrowing all the existing metaphors and applications that have evolved around each of its parents, plus whole other rich seams of untapped potential ways of thinking about and using this technology.

Real world problems, theory from architecture, from simulation, from linguistics, anthropology and psychology, ideas from science fiction, literature and mythology, all offer countless new ways to think about how this technology might evolve.

Add a geographical layer to the internet and it changes what the internet is

a whole new internet.

desirability

There are as many different ways in which soft augmentation will be packaged as there are demographic groups..

Professionals, researchers, organised crime, urban youth [...]”

like all technology it is double edged, good and bad, interesting and banal, optimistic and depressing

..but it is different and it is happening.

‘the extended-me culture’

‘and when people sees the systems everybody will want one’

gropius [again]

“who will build gardens out of deserts and pile up wonders to the sky.” Gropius

 

marble well governed cities [again]

She looked over his shoulder

For vines and olive trees,

Marble well-governed cities

And ships upon untamed seas,

But there on shining metal

His hands had put instead

An Artificial wilderness

And a sky like lead.

W.H. Auden

shape of the system

..the shape of the system will be determined by what happens next.

while we’re waiting for the coming reveloutions in biotechnolgy and nanotechnology, location aware devices and wireless net­working, the geomesh, which looks like the banal and tedious relation of overhyped internet technologies, is actually going to change the shape of the world more completely than the internet and cell phones have..

most minds

“most mens minds remained at a medieval level. But it is the minds of the elect who constitute the differentia between one age and another.”

space hardware

“It’s wrong to wish on space hardware”

so

people talk to themselves

the trees sing

the buildings speak

there are notes in boxes that are empty.

Cell phones become internet enabled and location aware, every­thing in the real world gets tracked, barcoded and mapped.

Overlaying everything is a whole new invisible mesh of textual, visual and audible information. This information becomes avail­able as you get close or when you ask.

availability

Consumer orientated, mobile, peer to peer and internet connected devices which are location aware (that is capable of determining and transmiting there current geographical location) or easilly con­nected to something that is are becoming available, the software to connect them up in interesting ways is already available.

There is pressure from the people and corporations and gov­ernment; each wanting to move this stuff forward for there own multifarious reasons (social networking, cash, E911).

geography as context and constraint

Since the internet began its exponential growth, it has been easier for ordinary people to ignore geography as a constraint, commu­nicating, organising and coordinating actions across borders and boundaries both artificial and real, using ideas and common inter­est rather than proximity as an organising principle.

cell phones

The second notable explosive growth curve charts the adoption of cell phones.

Cell phones set you free in a different sense, they allow you to communicate from anywhere.

The integration of internet access (high bandwidth peer to peer wireless networking) as a basic component of cell phone function­ality, together with location awareness (the cell phone knows it’s geographical location or what it’s close to) is leading somewhere.

The step beyond ideal, but dislocated, communities, is adding this geographical layer to the mobile internet. A spatially aware network, whether accurate (longitude and latitude) or informal (a rough indicator of proximity), means that proximity could again become a pervasive, useful but not constraining, utilitarian factor in organising community or in a searching for information.

geography has not mattered

geography is unimportant on two counts.

i. It doesn’t matter where you are – because the internet makes distance irrelevant in the context of communication or information retrieval.

ii. It doesn’t matter where you are – because you can access the internet from wherever you are.

geography doesnt matter

“It has become clear that, thanks to the internet, geography matters less and less” Wired Magazine – March 2000

i need a sandwich

but if you are moving and have a device that is location aware and connected to the internet..

 

Geography is an essential added filter

it provides a context for your needs

neo: I need a sandwich, I’m not prepared to walk more than a 200 metres

operator: knock on the door of number 17 and mrs jones will make you a sandwich if you do the washing up

mass market wearable hardware

The e911 requirements called for a new generation of location aware wireless devices.

The hardware aspects of this technological revolution have been available to the military, to large businesses and the scientific community for some time.

The technology, and the geographical state of mind, has now filtered down from the yachting community and more recently from backpack­ers and car owners.

A GPS is now a chip level commodity item (you can add it to anything). Powerful wireless network cards are commodity item. Handheld computers and over specified cell phones are commodity items.

It is already possible to annotate space.

a). work out where you are, find the coordinates (GPS or a web based address to coordinate converter)

b). write a note, include the location

c). publish an RSS place feed

You become a part of a distributed place database that is already growing rapidly and being mined.

Leave a note at that geographical location.

It’s not that hard and it’s getting easier.

by adding geographical awareness to the internet you create something new

…this is the last place I saw my father before he died.

The concept is an extension of a cartesian system and yet the point in space specified may link to an emotional state rather than a cold label.

You could search for sadness in New York.

The whole world will become an annotated space, which links from the real to the information space and back again. The world as interface.

You can search locally based on your current position,

e.g. show all the restaurants within a mile radius.

The device knows where you are and the database knows what’s close by.

peer to peer is more interesting than broadcast models

It is already possible to broadcast information, for example the location of the nearest Starbucks, but life becomes more interest­ing when consumers can contribute information.

..show me all the restaurants my friends like within a mile radius.

The structure becomes interesting when ordinary users can anno­tate that database.

At that point the database grows and the users direct its uses, they determine the future business models for such an infrastruc­ture.

You are driving down the main street of an unfamiliar town and all you can see is the shops and buildings on either side. You are effectively in a valley and all your information about the place is constrained by line of sight.

The map on the display of your mobile device however is lit up with dots which represent places of interest determined by the network Starbucks, McDonalds, 76 etc.

A more interesting case: the information you are receiving is not just a broadcast that lists the nearest Starbucks and McDonalds, but information based on your personal pro­file and the suggestions and opinions of your peers.

The places that you might be actually be inter­ested in that you can’t see are now visible and accessible to you.

Alternative bookshops, Yoga studios, old friends or whatever

Factor in everybody and their contributions and opinions, and you radically empower the system.

Conventionally in a city you would maybe know only a very few of your neighbours and mostly in the same street, your wider com­munity is present, but currently invisible and inaccessible.

Sitting at home bored, you check your device and it indicates that someone you haven’t met, but who has a friend in common, is sit­ting at home two streets across and three houses down and they are also bored.

